"","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","day_index","day_of_year","year","temp","dewp","slp","visib","wdsp","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"1150",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1169,74,2016,46.8,42.9,1013.9,7.6,10.1,22.9,62.1,39.9,0.15,0,1,0.605522682445759
"1151",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1170,75,2016,45.1,41.4,1008.2,5.9,11.8,26,55,37,0.02,0,1,0.577909270216962
"1152",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1171,76,2016,48.6,40.2,1015.8,8.5,13.5,25.1,53.1,43,0,0,0,0.504930966469428
"1153",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1172,77,2016,29.9,11.8,1019.2,10,12.2,28.9,36,25,0.14,0,0,0.512820512820513
"1154",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1173,78,2016,50.8,48.5,1011,2.7,10.8,25.1,55.9,42.1,0,0,1,0.357001972386588
"1155",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1174,79,2016,37.2,22.6,1019.8,10,11.3,22.9,43,32,0,0,0,0.224852071005917
"1156",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1175,80,2016,47,37,1006.7,9.9,12.3,29.9,54,39,0,0,0,0.550295857988166
"1157",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1176,81,2016,43.8,33.8,1022.8,9.5,12.3,28.9,46,41,0,0,0,0.542406311637081
"1158",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1177,82,2016,43.4,24.8,1023.9,10,13.2,27,55,37.9,0,0,0,0.562130177514793
"1159",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1178,83,2016,44.8,37.6,1022.2,9.3,15.1,28.9,55.9,36,0.9,0,1,0.325443786982249
"1161",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1180,85,2016,40.8,23.9,1015.9,10,16,28,45,35.1,0.01,0,0,0.518737672583826
"1162",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1181,86,2016,45.2,41.9,1007.8,7.7,15.7,29.9,51.1,43,0.18,0,1,0.520710059171598
"1163",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1182,87,2016,33.9,26.2,1021.7,6.9,8.5,33,39,25,0,0,0,0.631163708086785
"1164",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1183,88,2016,48.6,34.9,1003.4,9.7,19.6,35,55,41,0.44,0,1,0.627218934911243
"1165",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1184,89,2016,45.7,38.8,1008.2,6.8,18.2,31.1,52,37,0.15,0,0,0.568047337278107
"1166",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1185,90,2016,48.3,45.7,1010.6,3.4,17.3,35,54,41,0.57,0,1,0.479289940828402
"1167",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1186,91,2016,34.8,22.6,1017.4,9.1,20.8,42,39,30,0.37,0,0,0.465483234714004
"1168",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1187,92,2016,49.5,35.9,1022.5,10,6,999.9,64,37,0,0,0,0.635108481262327
"1169",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1188,93,2016,45,36.9,1011.9,10,7.8,999.9,51.1,41,0.24,0,0,0.285996055226824
"1170",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1189,94,2016,41.8,25.1,1007.5,10,9.7,21,53.1,35.1,0,0,0,0.378698224852071
"1171",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1190,95,2016,48.4,36.3,1017.1,10,9.2,999.9,55,37,0,0,0,0.242603550295858
"1172",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1191,96,2016,46.1,33.9,1020.4,10,9.4,19,54,42.1,0,0,0,0.299802761341223
"1173",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1192,97,2016,47.7,34.1,1015.8,10,10.1,999.9,54,41,0,0,0,0.244575936883629
"1174",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1193,98,2016,55.4,48.4,1013.8,8.7,10.2,999.9,72,44.1,0,0,1,0.741617357001972
"1175",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1194,99,2016,47.8,38.9,1026,9.9,12.8,999.9,55,35.1,0,0,0,0.510848126232742
"1176",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1195,100,2016,47.3,33.1,1022.4,10,8.7,22,54,37,0,0,0,0.42603550295858
"1177",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1196,101,2016,46.7,34.2,1025.8,9.8,12.9,27,57.9,37.9,0.13,0,0,0.660749506903353
"1178",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1197,102,2016,46.8,42.8,1010.4,9,9.4,25.1,55,39.9,0.07,0,0,0.224852071005917
"1179",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1198,103,2016,52.5,48.6,1018.9,6.4,13.6,999.9,57.9,44.1,0,0,0,0.538461538461538
"1180",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1199,104,2016,50.4,47.7,1000,5,8.5,25.1,59,46,0.79,0,1,0.457593688362919
"1181",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1200,105,2016,53.4,49.8,1009,5.6,9.3,26,72,50,0.13,0,1,0.560157790927022
"1182",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1201,106,2016,37,15.3,1026.7,10,10.7,26,44.1,28.9,0,0,0,0.518737672583826
"1183",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1202,107,2016,36.5,22.1,1015.4,8.2,10.3,29.9,46.9,30.9,0.07,0,0,0.627218934911243
"1184",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1203,108,2016,46.9,40,1016,9.8,7.9,999.9,64,37.9,0,0,0,0.723865877712032
"1185",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1204,109,2016,49.6,39,1020.5,10,13.4,27,59,39,0,0,0,0.648915187376726
"1186",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1205,110,2016,49.1,31.2,1014.6,10,13.4,27,60.1,44.1,0.26,0,0,0.16370808678501
"1187",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1206,111,2016,40.6,23.9,1019.2,10,15.7,28.9,48,35.1,0,0,0,0.264299802761341
"1188",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1207,112,2016,45.8,36.5,1027.9,10,15.4,29.9,52,42.1,0,0,0,0.400394477317554
"1189",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1208,113,2016,47.3,33.8,1020.5,10,11.7,28,55,37.9,0.01,0,0,0.654832347140039
"1190",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1209,114,2016,44,32.4,1026.1,10,15.8,33,52,35.1,0,0,0,0.609467455621302
"1191",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1210,115,2016,46.4,28.4,1027.7,10,17.6,35,53.1,39.9,0,0,0,0.725838264299803
"1192",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1211,116,2016,35.1,23.5,1019.3,9.8,19.5,34,45,30.9,0,0,0,0.605522682445759
"1193",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1212,117,2016,44.3,33.2,1028.2,10,22.9,38.1,46.9,42.8,0,0,0,0.619329388560158
"1194",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1213,118,2016,54.8,52.5,1007,2.2,18.2,39,59,46,0.01,0,1,0.664694280078895
"1195",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1214,119,2016,49.7,43.2,1001.5,7.3,15.9,46,57,44.1,0.44,0,0,0.652859960552268
"1196",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1215,120,2016,50.9,44.8,1013.6,7.6,21.9,40,57,32,0,0,0,0.522682445759369
"1197",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1216,121,2016,41.7,32.9,1000.2,8.3,17.5,51.1,53.1,33.1,1.12,0,0,0.433925049309665
"1198",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1217,122,2016,55.2,45.5,1020,9.4,4.4,999.9,68,42.1,0,0,0,0.747534516765286
"1199",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1218,123,2016,55.7,48.8,1021,9.7,6.5,999.9,70,46,0,0,0,0.400394477317554
"1200",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1219,124,2016,59.4,54,1006.2,6.9,8.1,999.9,70,45,0.1,0,1,0.441814595660749
"1201",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1220,125,2016,53.9,44.5,1019.1,10,6.7,15,63,45,0.05,0,0,0.648915187376726
"1202",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1221,126,2016,55.6,42.2,1020.2,10,7.6,999.9,66,39.9,0,0,0,0.658777120315582
"1203",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1222,127,2016,60,55.8,1020,6.5,8.2,999.9,78.1,55.9,0,0,1,0.792899408284024
"1204",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1223,128,2016,56.4,47.9,1021.7,10,6.6,999.9,70,46,0,0,0,0.822485207100592
"1205",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1224,129,2016,45.2,36.3,1024,9.7,6.1,999.9,55,37,0,0,0,0.234714003944773
"1206",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1225,130,2016,64.6,58.2,1021.1,10,7.7,999.9,75,59,0,0,0,0.396449704142012
"1207",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1226,131,2016,52.5,48.8,1008.9,5.1,8.1,21,66,44.1,0,0,1,0.406311637080868
"1208",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1227,132,2016,48.5,46.1,1005.4,2.9,9.6,999.9,66,45,0,0,1,0.445759368836292
"1209",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1228,133,2016,57.9,53.4,1015.7,7.7,8.7,999.9,64,51.1,0.01,0,0,0.725838264299803
"1210",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1229,134,2016,48.2,45,1011.7,8.2,9,999.9,54,46.4,0.04,0,0,0.682445759368836
"1211",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1230,135,2016,55.5,51.7,1014.8,6.6,8.3,999.9,68,42.1,0,0,1,0.790927021696253
"1212",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1231,136,2016,65.7,53.9,1018.1,9.7,7.7,21,78.1,54,0,0,0,0.743589743589744
"1213",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1232,137,2016,59.4,50.3,1011.9,10,9.6,999.9,72,52,0.03,0,0,0.566074950690335
"1214",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1233,138,2016,54.6,52,1011.7,4.4,10.7,18.1,72,51.1,0,0,1,0.650887573964497
"1215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1234,139,2016,51.3,48,1015.7,4.9,10.6,999.9,55.9,37,0.22,0,1,0.441814595660749
"1216",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1235,140,2016,62.5,57.3,1020.2,9.2,11.6,24.1,68,55.9,0,0,0,0.516765285996055
"1217",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1236,141,2016,62.4,60.5,1017,2,9,22,75,59,0.01,0,1,0.209072978303748
"1218",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1237,142,2016,51.9,38.2,1020.6,10,9,999.9,61,39.9,0,0,0,0.479289940828402
"1219",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1238,143,2016,55,44.5,1019.8,10,11.9,24.1,63,46,0,0,0,0.510848126232742
"1220",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1239,144,2016,62.8,60.6,1014.4,4.9,10.1,24.1,70,60.1,0.03,0,1,0.779092702169625
"1221",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1240,145,2016,56.3,52.2,1009.8,9,14.2,28.9,62.1,46.9,0.07,0,0,0.406311637080868
"1222",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1241,146,2016,55.5,45.2,1019.6,10,11,27,63,48,0.06,0,0,0.613412228796844
"1223",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1242,147,2016,54,40.6,1013.2,10,13.8,29.9,61,45,0.01,0,0,0.554240631163708
"1224",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1243,148,2016,55.7,46.4,1004,8.9,16.3,35.9,70,52,0.09,0,0,0.285996055226824
"1225",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1244,149,2016,45.5,43.9,1003.7,5.9,21.5,35,50,45,0.52,0,0,0.514792899408284
"1226",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1245,150,2016,47.3,43.5,1009.6,7.9,12.8,29.9,50,45,0.71,0,0,0.568047337278107
"1227",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1246,151,2016,48.5,43.5,1006.6,9.4,16.5,36.9,53.1,44.1,0.93,0,0,0.715976331360947
"1228",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1247,152,2016,50.8,31.4,1012.1,10,19.8,36.9,60.1,46,0,0,0,0.743589743589744
"1229",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1248,153,2016,60.8,49.4,1023.3,10,5.7,999.9,71.1,50,0,0,0,0.428007889546351
"1230",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1249,154,2016,68.9,63.6,1014.4,5.9,6.4,999.9,77,63,0,0,1,0.781065088757396
"1231",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1250,155,2016,60.2,58,1015.6,4.2,5.3,999.9,73.9,54,0,0,1,0.532544378698225
"1232",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1251,156,2016,58.4,55.9,1018.3,7.8,6.7,999.9,64.4,55,0,0,0,0.680473372781065
"1233",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1252,157,2016,63,59.4,1012.3,8.3,7,999.9,71.1,55.9,0,0,1,0.548323471400395
"1234",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1253,158,2016,66.1,64,1017.2,7.5,8.1,999.9,71.1,60.1,0,0,1,0.611439842209073
"1235",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1254,159,2016,62.6,53.5,1021.7,10,7.3,999.9,73,53.1,0,0,0,0.660749506903353
"1236",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1255,160,2016,61.4,55.9,1022.8,10,8.6,999.9,66.9,54,0,0,0,0.749506903353057
"1237",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1256,161,2016,67.2,64.8,1012.9,7.2,7.5,999.9,72,64,0,0,1,0.635108481262327
"1238",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1257,162,2016,63,51.5,1012.4,10,7.4,999.9,73,55.9,0,0,0,0.755424063116371
"1239",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1258,163,2016,62.1,52.1,1021.7,10,8,18.1,75,53.1,0,0,0,0.637080867850099
"1240",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1259,164,2016,55.7,53.5,1021.8,6.8,9.3,15,73,52,0.01,0,1,0.627218934911243
"1241",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1260,165,2016,64.3,58.3,1020.6,10,9.3,999.9,71.1,50,0,0,0,0.696252465483235
"1242",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1261,166,2016,63.7,55,1011.7,10,8.9,999.9,73.9,55,0,0,0,0.73767258382643
"1243",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1262,167,2016,59.9,51.5,1027.6,10,9.8,999.9,73,53.1,0,0,0,0.382642998027613
"1244",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1263,168,2016,65.2,56.3,1009.1,10,6.6,21,73.9,55,0,0,0,0.63905325443787
"1245",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1264,169,2016,61.2,59.8,1002.7,3.8,8.7,999.9,69.1,59,0,0,1,0.678500986193294
"1246",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1265,170,2016,65.3,56.6,1015.9,8.8,7.8,999.9,75,57,0,0,0,0.879684418145957
"1247",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1266,171,2016,65.6,60.2,1009.3,7.2,7.9,21,71.1,55.9,0.09,0,0,0.761341222879684
"1248",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1267,172,2016,64,56.4,1018.2,7.6,9.1,22,73,57,0.05,0,1,0.80276134122288
"1249",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1268,173,2016,59.2,45.1,1011.3,10,10.6,22.9,68,53.1,0,0,0,0.893491124260355
"1250",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1269,174,2016,58.1,53.3,1014.9,9.8,9.6,20,64,53.1,0,0,0,0.431952662721893
"1251",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1270,175,2016,63.6,59.9,1010.5,7.4,12.2,27,69.1,57,0.13,0,0,0.6232741617357
"1252",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1271,176,2016,62.2,50,1008.3,10,12.9,26,72,54,0,0,0,0.694280078895464
"1253",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1272,177,2016,58.4,56.9,1012.4,3.4,10.3,26,73.9,54,0,0,1,0.199211045364892
"1254",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1273,178,2016,66,56,1001.7,7.3,12.5,31.1,81,55,0.06,0,0,0.437869822485207
"1255",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1274,179,2016,59.9,46.7,1003.8,10,16.7,32.1,68,54,0.01,0,0,0.633136094674556
"1256",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1275,180,2016,62.9,61.1,1004.2,3.9,12.3,32.1,69.1,55,1.79,0,1,0.775147928994083
"1257",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1276,181,2016,61.5,47.2,1004.4,10,13.3,28,81,54,0,0,0,0.554240631163708
"1258",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1277,182,2016,61.7,55.2,998.6,8.4,12.6,28,66.9,57.9,0,0,1,0.785009861932939
"1259",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1278,183,2016,63.1,58.4,1016.8,9.9,4.9,999.9,70,55,0.01,0,0,0.499013806706114
"1260",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1279,184,2016,68.7,66.7,1010.4,4.1,5.9,999.9,81,64,0,0,1,0.469428007889546
"1261",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1280,185,2016,73.5,67.3,1015.4,7,6.4,999.9,84.9,66.9,0,0,0,0.50887573964497
"1262",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1281,186,2016,75.4,66.3,1012.4,10,7,999.9,82,70,0,0,0,0.641025641025641
"1263",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1282,187,2016,70.8,66.9,1015,9,5.3,999.9,78.1,64.9,0.81,0,0,0.461538461538462
"1264",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1283,188,2016,72.2,69,1013.1,9.7,7.2,999.9,81,68,0,0,0,0.678500986193294
"1265",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1284,189,2016,63,60.1,1010.6,6.8,7.7,999.9,70,59,0.1,0,1,0.282051282051282
"1266",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1285,190,2016,70.6,68.7,1019.1,4.1,6.6,999.9,84.9,66.9,0,0,1,0.412228796844181
"1267",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1286,191,2016,67.5,64.8,1018.4,6.7,6.8,999.9,72,64.4,0,0,1,0.323471400394477
"1268",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1287,192,2016,70.4,63.4,1020.2,10,7.4,999.9,80.1,60.1,0,0,0,0.72189349112426
"1269",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1288,193,2016,71.8,65.3,1009.9,8.6,6.5,999.9,81,64,1.5,0,1,0.621301775147929
"1270",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1289,194,2016,66.7,61.2,1019.1,10,7.3,999.9,78.1,55,0,0,0,0.585798816568047
"1271",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1290,195,2016,68.3,55.6,1020.9,10,6.9,999.9,81,60.1,0,0,0,0.656804733727811
"1272",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1291,196,2016,61.7,58.6,1011.6,6.5,10.8,999.9,70,59,0.62,0,0,0.26232741617357
"1273",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1292,197,2016,67.2,58,1017.1,10,9.6,999.9,75.9,55.9,0,0,0,0.16370808678501
"1274",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1293,198,2016,70.8,68.3,1011.1,6,5.8,999.9,78.1,66.9,0,0,1,0.806706114398422
"1275",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1294,199,2016,67.2,63.3,1019.3,10,9.2,999.9,78.1,57.9,0,0,0,0.477317554240631
"1276",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1295,200,2016,71.5,68.8,1014,9.9,8.7,999.9,80.1,64.9,0,0,0,0.656804733727811
"1277",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1296,201,2016,70.7,67.9,1011.3,5.2,9.6,21,75,66,0,0,1,0.854043392504931
"1278",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1297,202,2016,73.8,65.7,1015.8,8.3,10.1,25.1,81,66.9,0,0,0,0.658777120315582
"1279",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1298,203,2016,68.4,62.6,1017.2,9.9,11.7,999.9,75.9,55.9,0,0,0,0.242603550295858
"1280",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1299,204,2016,67.1,65.3,1009.7,6.2,9.2,999.9,75.9,64,0.62,0,1,0.587771203155819
"1281",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1300,205,2016,75.3,69.3,1009.6,9,12.1,22.9,82,68,0,0,0,0.637080867850099
"1282",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1301,206,2016,71.1,69,1018.1,4.1,10.1,24.1,75.9,66,0,0,1,0.710059171597633
"1283",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1302,207,2016,66.9,63.6,1017.1,7.8,8.7,999.9,77,61,0,0,1,0.763313609467456
"1284",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1303,208,2016,69.1,65.9,1016,9.3,10.9,22,75,64,0,0,0,0.741617357001972
"1285",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1304,209,2016,72.4,68.4,1014.3,9,13.5,24.1,80.1,61,0,0,0,0.796844181459566
"1286",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1305,210,2016,73.2,63.2,1012.8,10,8.7,25.1,82,64.9,0,0,0,0.396449704142012
"1287",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1306,211,2016,74.3,68.6,1008.6,7.3,12,29.9,82,68,1.03,0,0,0.562130177514793
"1288",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1307,212,2016,65.7,64.2,1009.2,3.2,10,27,70,60.8,0.32,0,1,0.487179487179487
"1289",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1308,213,2016,69.4,62.8,1011.9,7.2,11.8,33,75.9,61,0.76,0,1,0.404339250493097
"1290",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1309,214,2016,67.7,59.2,1020,10,6.1,999.9,82.9,59,0,0,0,0.506903353057199
"1291",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1310,215,2016,71.5,64.7,1021.5,10,6.6,27,80.1,62.1,0,0,0,0.562130177514793
"1292",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1311,216,2016,71.3,61.3,1015.4,10,6.3,999.9,82,62.1,0,0,0,0.526627218934911
"1293",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1312,217,2016,64.2,57.8,1021.4,10,4.6,999.9,73.9,55.9,0,0,0,0.690335305719921
"1294",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1313,218,2016,65.3,60.4,1017.2,9.3,5,999.9,73.9,55,0,0,1,0.660749506903353
"1295",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1314,219,2016,70.1,63.3,1024.3,10,8.5,999.9,77,63,0,0,0,0.532544378698225
"1296",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1315,220,2016,71.5,65.7,1015.5,9.9,6.1,999.9,82,64.9,0,0,0,0.532544378698225
"1297",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1316,221,2016,73.4,70,1016.1,9.7,10.1,999.9,79,68,0,0,0,0.77120315581854
"1298",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1317,222,2016,70.4,65.7,1016,10,9.1,999.9,75.9,59,0,0,0,0.583826429980276
